,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age2,sex2,famaily,family
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,0,1,3,3
832,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,2,1,1,1
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,C,Southampton,no,True,1,1,1,1
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,3,2,3,3
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,2,1,1,1
837,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,3,1,1,1
839,1,1,male,29.69911764705882,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,2,1,1,1
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,2,1,1,1
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,1,1
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,C,Cherbourg,yes,True,3,2,1,1
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,C,Cherbourg,no,True,3,1,1,1
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1,1,1
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,C,Southampton,no,True,4,1,1,1
846,0,3,male,29.69911764705882,8,2,69.55,S,Third,man,True,C,Southampton,no,False,2,1,11,11
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True,3,1,1,1
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,C,Southampton,no,False,2,1,2,2
849,1,1,female,29.69911764705882,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,2,2,2,2
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,0,1,7,7
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,7,1,1,1
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,C,Cherbourg,no,False,0,2,3,3
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,1,2,2,2
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,C,Southampton,no,False,4,2,2,2
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,C,Southampton,yes,False,1,2,2,2
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,C,Southampton,yes,False,4,2,3,3
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,5,1,1,1
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,C,Cherbourg,yes,False,2,2,4,4
859,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,C,Southampton,no,False,4,1,3,3
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,C,Southampton,no,False,2,1,2,2
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,4,2,1,1
863,0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,False,C,Southampton,no,False,2,2,11,11
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,4,2,1,1
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,C,Cherbourg,yes,False,2,2,2,2
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,3,1,1,1
868,0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,C,Southampton,no,True,2,1,1,1
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,C,Southampton,yes,False,0,1,3,3
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,4,2,3,3
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,3,1,1,1
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,C,Southampton,no,True,4,1,1,1
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,C,Cherbourg,yes,False,2,2,2,2
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,C,Cherbourg,yes,True,1,2,1,1
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,C,Southampton,no,True,2,1,1,1
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,1,1
878,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,5,2,2,2
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,C,Southampton,yes,False,2,2,2,2
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3,1,1,1
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,C,Southampton,no,True,2,2,1,1
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,2,1,1,1
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,C,Queenstown,no,False,3,2,6,6
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,1,2,1,1
888,0,3,female,29.69911764705882,1,2,23.45,S,Third,woman,False,C,Southampton,no,False,2,2,4,4
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,2,1,1,1
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,3,1,1,1
